the  [ðə; ði]
journalism  [ˈdʒɜːrnəlɪz(ə)m]
robot  [ˈroʊbɑːt]
flood  [flʌd]
dip  [dɪp]
likewise  [ˈlaɪkwaɪz]
informal  [ɪnˈfɔːrm(ə)l]
Persian  [ˈpɜːrʒən]
feather  [ˈfeðər]
sphere  [sfɪr]
tighten  [ˈtaɪt(ə)n]
boast  [boʊst]
pat  [pæt]
perceived  [pərˈsiːvd]
sole  [soʊl]
publicity  [pʌbˈlɪsəti]
major  [ˈmeɪdʒər]
unfold  [ʌnˈfoʊld]
joke  [dʒoʊk]
well-being  [ˈwel biːɪŋ]
validity  [vəˈlɪdəti]
ecosystem  [ˈiːkoʊsɪstəm]
strictly  [ˈstrɪktli]
partial  [ˈpɑːrʃ(ə)l]
collar  [ˈkɑːlər]
weed  [wiːd]
compliance  [kəmˈplaɪəns]
streak  [striːk]
supposedly  [səˈpoʊzɪdli]
added  [ˈædɪd]
builder  [ˈbɪldər]
glimpse  [ɡlɪmps]
premise  [ˈpremɪs]
specialty  [ˈspeʃəlti]
deem  [diːm]
artifact  [ˈɑːrtɪfækt]
sneak  [sniːk]
monkey  [ˈmʌŋki]
mentor  [ˈmentər]
None  [nʌn]
listener  [ˈlɪsənər]
lightning  [ˈlaɪtnɪŋ]
legally  [ˈliːɡəli]
sleeve  [sliːv]
disappointment  [ˌdɪsəˈpɔɪntmənt]
disturb  [dɪˈstɜːrb]
rib  [rɪb]
excessive  [ɪkˈsesɪv]
high-tech  [ˌhaɪ ˈtek]
debris  [dəˈbriː]
pile  [paɪl]
rod  [rɑːd]
logical  [ˈlɑːdʒɪk(ə)l]
liberal  [ˈlɪbərəl]
ash  [æʃ]
socially  [ˈsoʊʃəli]
parish  [ˈpærɪʃ]
slavery  [ˈsleɪvəri]
blank  [blæŋk]
commodity  [kəˈmɑːdəti]
cure  [kjʊr]
mineral  [ˈmɪnərəl]
hunger  [ˈhʌŋɡər]
dying  [ˈdaɪɪŋ]
developmental  [dɪˌveləpˈmentl]
faster  [ˈfastə]
spare  [sper]
halfway  [ˌhæfˈweɪ]
cure  [kjʊr]
equality  [iˈkwɑːləti]
cemetery  [ˈseməteri]
harassment  [həˈræsmənt]
deliberately  [dɪˈlɪbərətli]
fame  [feɪm]
regret  [rɪˈɡret]
striking  [ˈstraɪkɪŋ]
likelihood  [ˈlaɪklihʊd]
carrot  [ˈkærət]
atop  [əˈtɑːp]
toll  [toʊl]
rim  [rɪm]
embarrassed  [ɪmˈbærəst]
fucking  [ˈfʌkɪŋ]
cling  [klɪŋ]
isolated  [ˈaɪsəleɪtɪd]
blink  [blɪŋk]
suspicious  [səˈspɪʃəs]
wheelchair  [ˈwiːltʃer]
squad  [skwɑːd]
eligible  [ˈelɪdʒəb(ə)l]
processor  [ˈprɑːsesər]
plunge  [plʌndʒ]
this  [ðɪs]
sponsor  [ˈspɑːnsər]
grin  [ɡrɪn]
color  [ˈkʌlər]
demographic  [ˌdeməˈɡræfɪk]
rain  [reɪn]
chill  [tʃɪl]
refuge  [ˈrefjuːdʒ]
steer  [stɪr]
legislator  [ˈledʒɪsleɪtər]
rally  [ˈræli]
programming  [ˈproʊɡræmɪŋ]
cheer  [tʃɪr]
outlet  [ˈaʊtlet]
intact  [ɪnˈtækt]
vendor  [ˈvendər]
thrive  [θraɪv]
peanut  [ˈpiːnʌt]
chew  [tʃuː]
elaborate  [ɪˈlæbərət]
intellectual  [ˌɪntəˈlektʃuəl]
conception  [kənˈsepʃ(ə)n]
auction  [ˈɔːkʃn]
steak  [steɪk]
comply  [kəmˈplaɪ]
triumph  [ˈtraɪʌmf]
shareholder  [ˈʃerhoʊldər]
comparable  [ˈkɑːmpərəb(ə)l]
transport  [ˈtrænspɔːrt]
conscience  [ˈkɑːnʃəns]
calculation  [ˌkælkjuˈleɪʃ(ə)n]
considerably  [kənˈsɪdərəbli]
interval  [ˈɪntərv(ə)l]
scratch  [skrætʃ]
awake  [əˈweɪk]
jurisdiction  [ˌdʒʊrɪsˈdɪkʃ(ə)n]
inevitably  [ɪnˈevɪtəbli]
feminist  [ˈfemənɪst]
constraint  [kənˈstreɪnt]
emotionally  [ɪˈmoʊʃənəli]
expedition  [ˌekspəˈdɪʃ(ə)n]
allegedly  [əˈledʒɪdli]
compromise  [ˈkɑːmprəmaɪz]
strain  [streɪn]
similarity  [ˌsɪməˈlærəti]
butt  [bʌt]
lid  [lɪd]
dumb  [dʌm]
bulk  [bʌlk]
sprinkle  [ˈsprɪŋk(ə)l]
mortality  [mɔːrˈtæləti]
philosophical  [ˌfɪləˈsɑːfɪk(ə)l]
conversion  [kənˈvɜːrʒ(ə)n]
patron  [ˈpeɪtrən]
municipal  [mjuːˈnɪsɪp(ə)l]
any  [ˈeni]
liver  [ˈlɪvər]
harmony  [ˈhɑːrməni]
solely  [ˈsoʊlli]
tolerance  [ˈtɑːlərəns]
instant  [ˈɪnstənt]
goat  [ɡoʊt]
arm  [ɑːrm]
blessing  [ˈblesɪŋ]
banana  [bəˈnænə]
running  [ˈrʌnɪŋ]
palace  [ˈpæləs]
formerly  [ˈfɔːrmərli]
peasant  [ˈpez(ə)nt]
neat  [niːt]
grandparent  [ˈɡrænperənt]
lawmaker  [ˈlɔːmeɪkər]
supermarket  [ˈsuːpərmɑːrkɪt]
cruise  [kruːz]
mobile  [ˌmoˈbil]
plain  [pleɪn]
part  [pɑːrt]
calendar  [ˈkælɪndər]
widow  [ˈwɪdoʊ]
deposit  [dɪˈpɑːzɪt]
beard  [bɪrd]
brake  [breɪk]
downtown  [ˌdaʊnˈtaʊn]
screening  [ˈskriːnɪŋ]
impulse  [ˈɪmpʌls]
forbid  [fərˈbɪd]
fur  [fɜːr]
brutal  [ˈbruːt(ə)l]
predator  [ˈpredətər]
poke  [poʊk]
opt  [ɑːpt]
voluntary  [ˈvɑːlənteri]
trouble  [ˈtrʌb(ə)l]
valid  [ˈvælɪd]
forum  [ˈfɔːrəm]
dancing  [ˈdænsɪŋ]
happily  [ˈhæpɪli]
soar  [sɔːr]
removal  [rɪˈmuːv(ə)l]
autonomy  [ɔːˈtɑːnəmi]
enact  [ɪˈnækt]
round  [raʊnd]
thread  [θred]
light  [laɪt]
landmark  [ˈlændmɑːrk]
unhappy  [ʌnˈhæpi]
offender  [əˈfendər]
coming  [ˈkʌmɪŋ]
privately  [ˈpraɪvətli]
fraction  [ˈfrækʃ(ə)n]
distinctive  [dɪˈstɪŋktɪv]
tourism  [ˈtʊrɪzəm]
threshold  [ˈθreʃhoʊld]
calm  [kɑːm]
routinely  [ruːˈtiːnli]
suite  [swiːt]
remark  [rɪˈmɑːrk]
regulator  [ˈreɡjuleɪtər]
straw  [strɔː]
theological  [ˌθiːəˈlɑːdʒɪkl]
apart  [əˈpɑːrt]
exhaust  [ɪɡˈzɔːst]
globe  [ɡloʊb]
fragile  [ˈfrædʒ(ə)l]
objection  [əbˈdʒekʃ(ə)n]
chemistry  [ˈkemɪstri]
old-fashioned  [ˌoʊld ˈfæʃ(ə)nd]
crowded  [ˈkraʊdɪd]
circle  [ˈsɜːrk(ə)l]
blast  [blæst]
prevail  [prɪˈveɪl]
overnight  [ˌoʊvərˈnaɪt]
denial  [dɪˈnaɪəl]
rental  [ˈrent(ə)l]
fantastic  [fænˈtæstɪk]
fragment  [ˈfræɡmənt]
level  [ˈlev(ə)l]
screw  [skruː]
warmth  [wɔːrmθ]
undergraduate  [ˌʌndərˈɡrædʒuət]
liquid  [ˈlɪkwɪd]
headache  [ˈhedeɪk]
policeman  [pəˈliːsmən]
yield  [jiːld]
projection  [prəˈdʒekʃ(ə)n]
battle  [ˈbæt(ə)l]
suitable  [ˈsuːtəb(ə)l]
mention  [ˈmenʃ(ə)n]
graduation  [ˌɡrædʒuˈeɪʃ(ə)n]
drill  [drɪl]
cruel  [ˈkruːəl]
mansion  [ˈmænʃ(ə)n]
regard  [rɪˈɡɑːrd]
grape  [ɡreɪp]
authorize  [ˈɔːθəraɪz]
cottage  [ˈkɑːtɪdʒ]
driveway  [ˈdraɪvweɪ]
charm  [tʃɑːrm]
sexuality  [ˌsekʃuˈæləti]
loyal  [ˈlɔɪəl]
clay  [kleɪ]
pound  [paʊnd]
balloon  [bəˈluːn]
invention  [ɪnˈvenʃ(ə)n]
ego  [ˈiːɡoʊ]
fare  [fer]
homework  [ˈhoʊmwɜːrk]
disc  [dɪsk]
sofa  [ˈsoʊfə]
guarantee  [ˌɡærənˈtiː]
availability  [əˌveɪləˈbɪləti]
radar  [ˈreɪdɑːr]
frown  [fraʊn]
regain  [rɪˈɡeɪn]
leave  [liːv]
permit  [pərˈmɪt]
sweater  [ˈswetər]
rehabilitation  [ˌriːəˌbɪlɪˈteɪʃn]
rubber  [ˈrʌbər]
retreat  [rɪˈtriːt]
molecule  [ˈmɑːlɪkjuːl]
freely  [ˈfriːli]
favorable  [ˈfeɪvərəbl]
steadily  [ˈstedəli]
veteran  [ˈvetərən]
integrated  [ˈɪntɪɡreɪtɪd]
ha  [hɑː]
youngster  [ˈjʌŋstər]
broadcast  [ˈbrɔːdkæst]
premium  [ˈpriːmiəm]
accountability  [əˌkaʊntəˈbɪləti]
overwhelm  [ˌoʊvərˈwelm]
None  [nʌn]
contemplate  [ˈkɑːntəmpleɪt]
update  [ˌʌpˈdeɪt]
spark  [spɑːrk]
ironically  [aɪˈrɑːnɪkli]
fatigue  [fəˈtiːɡ]
beyond  [bɪˈjɑːnd]
speculate  [ˈspekjuleɪt]
marker  [ˈmɑːrkər]
low  [loʊ]
preach  [priːtʃ]
bucket  [ˈbʌkɪt]
bomb  [bɑːm]
blond  [blɑːnd]
confession  [kənˈfeʃ(ə)n]
provoke  [prəˈvoʊk]
marble  [ˈmɑːrb(ə)l]
substantially  [səbˈstænʃəli]
twist  [twɪst]
defender  [dɪˈfendər]
fish  [fɪʃ]
explicit  [ɪkˈsplɪsɪt]
transport  [ˈtrænspɔːrt]
disturbing  [dɪˈstɜːrbɪŋ]
surveillance  [sɜːrˈveɪləns]
magnetic  [mæɡˈnetɪk]
technician  [tekˈnɪʃ(ə)n]
mutter  [ˈmʌtər]
devastating  [ˈdevəsteɪtɪŋ]
depart  [dɪˈpɑːrt]
arrow  [ˈæroʊ]
trauma  [ˈtrɔːmə]
neighboring  [ˈneɪbərɪŋ]
soak  [soʊk]
ribbon  [ˈrɪbən]
meantime  [ˈmiːntaɪm]
transmit  [trænzˈmɪt]
screen  [skriːn]
harvest  [ˈhɑːrvɪst]
consecutive  [kənˈsekjətɪv]
republican  [rɪˈpʌblɪkən]
coordinate  [koʊˈɔːrdɪneɪt]
worldwide  [ˌwɜːrldˈwaɪd]
within  [wɪˈðɪn]
spy  [spaɪ]
slot  [slɑːt]
riot  [ˈraɪət]
nutrient  [ˈnuːtriənt]
citizenship  [ˈsɪtɪsənʃɪp]
severely  [sɪˈvɪrli]
sovereignty  [ˈsɑːvrənti]
ridge  [rɪdʒ]
brave  [breɪv]
lighting  [ˈlaɪtɪŋ]
specify  [ˈspesɪfaɪ]
contributor  [kənˈtrɪbjətər]
frustrate  [ˈfrʌstreɪt]
crowd  [kraʊd]
articulate  [ɑːrˈtɪkjuleɪt]
importantly  [ɪmˈpɔːrtntli]
transit  [ˈtrænzɪt]
dense  [dens]
seminar  [ˈsemɪnɑːr]
electronics  [ɪˌlekˈtrɑːnɪks]
sunny  [ˈsʌni]
shorts  [ʃɔːrts]
swell  [swel]
accusation  [ˌækjuˈzeɪʃ(ə)n]
soften  [ˈsɔːfn]
photograph  [ˈfoʊtəɡræf]
straighten  [ˈstreɪtn]
terribly  [ˈterəbli]
cue  [kjuː]
sudden  [ˈsʌd(ə)n]
bride  [braɪd]
biography  [baɪˈɑːɡrəfi]
hazard  [ˈhæzərd]
compelling  [kəmˈpelɪŋ]
seldom  [ˈseldəm]
tile  [taɪl]
economically  [ˌiːkəˈnɑːmɪkli]
honestly  [ˈɑːnɪstli]
troubled  [ˈtrʌbld]
bow  [boʊ]
twentieth  [ˈtwentiəθ]
balanced  [ˈbælənst]
foreigner  [ˈfɔːrənər]
launch  [lɔːntʃ]
convenience  [kənˈviːniəns]
delight  [dɪˈlaɪt]
weave  [wiːv]
timber  [ˈtɪmbər]
till  [tɪl]
accurately  [ˈækjərətli]
plea  [pliː]
bulb  [bʌlb]
copy  [ˈkɑːpi]
flying  [ˈflaɪɪŋ]
sustainable  [səˈsteɪnəb(ə)l]
devil  [ˈdev(ə)l]
bolt  [boʊlt]
cargo  [ˈkɑːrɡoʊ]
spine  [spaɪn]
seller  [ˈselər]
skilled  [skɪld]
managing  [ˈmænɪdʒɪŋ]
public  [ˈpʌblɪk]
marine  [məˈriːn]
dock  [dɑːk]
organized  [ˈɔːrɡənaɪzd]
fog  [fɑːɡ]
diplomat  [ˈdɪpləmæt]
boring  [ˈbɔːrɪŋ]
sometime  [ˈsʌmtaɪm]
summary  [ˈsʌməri]
missionary  [ˈmɪʃəneri]
epidemic  [ˌepɪˈdemɪk]
fatal  [ˈfeɪt(ə)l]
trim  [trɪm]
warehouse  [ˈwerhaʊs]
accelerate  [əkˈseləreɪt]
butterfly  [ˈbʌtərflaɪ]
bronze  [brɑːnz]
drown  [draʊn]
inherent  [ɪnˈherənt]
praise  [preɪz]
nationwide  [ˌneɪʃ(ə)nˈwaɪd]
spit  [spɪt]
harvest  [ˈhɑːrvɪst]
kneel  [niːl]
vacuum  [ˈvækjuːm]
selected  [səˈlektɪd; sɪˈlektɪd]
dictate  [ˈdɪkteɪt]
stereotype  [ˈsteriətaɪp]
sensor  [ˈsensər]
laundry  [ˈlɔːndri]
manual  [ˈmænjuəl]
pistol  [ˈpɪst(ə)l]
naval  [ˈneɪv(ə)l]
plaintiff  [ˈpleɪntɪf]
kid  [kɪd]
middle-class  [ˌmɪdl ˈklæs]
apology  [əˈpɑːlədʒi]
till  [tɪl]
